Date,Person_ID,Age,Gender,Total_Sleep_Hours,Sleep_Quality,Exercise_Mins_Day,Caffeine_Intake,Screen_Time_Before_Bed,Work_Hours,Productivity_Score,Mood_Score,Stress_Level
2024-03-10,5142,24,Male,553,6,35,63,6,8,6,10,8
2024-04-19,5182,52,Male,772,2,79,231,69,7,1,3,1
2024-07-20,6184,29,Other,898,7,6,43,132,6,2,5,7
2024-06-22,6560,45,Female,542,7,77,60,165,1,8,5,3
2024-01-13,4233,41,Male,691,2,41,296,160,5,9,6,7
2024-04-06,3401,53,Male,754,2,13,248,168,4,9,1,2
2024-01-27,2537,47,Other,747,2,55,94,172,9,7,5,7
2024-02-26,9689,55,Male,94,3,4,201,178,8,4,10,2
2024-08-14,1111,37,Male,888,6,55,184,53,1,5,5,4
2024-12-23,8890,59,Male,68,4,40,187,17,7,1,3,7
2024-08-04,2233,23,Other,651,1,4,263,38,5,2,9,5
2024-09-03,2539,46,Male,601,3,21,55,17,7,4,4,2
2024-07-27,2222,59,Other,651,1,8,8,100,1,8,9,2
2024-09-22,6492,41,Other,531,6,31,38,175,8,3,8,8
2024-02-10,4255,52,Female,791,8,69,233,10,8,8,2,6
2024-02-24,1744,38,Other,486,10,47,53,145,7,1,6,3
2024-12-07,6802,25,Male,467,4,87,135,115,4,2,4,10
2024-06-10,4370,27,Female,834,9,62,106,104,6,4,1,3
2024-08-26,8399,53,Female,63,7,9,184,113,6,6,2,2
2024-12-16,3781,53,Other,686,5,8,275,78,4,9,4,9
2024-03-07,4522,53,Male,677,7,53,16,169,8,4,6,6
2024-01-07,6130,29,Female,677,6,54,78,89,5,8,7,9
2024-05-10,5245,31,Male,791,10,70,282,78,9,9,7,8
2024-12-01,1080,40,Female,55,9,2,1,114,5,4,1,10
2024-12-26,7405,51,Other,521,9,21,90,87,4,2,4,1
2024-08-01,6566,35,Female,482,3,77,53,86,4,4,6,8
2024-07-15,2353,18,Male,851,1,86,178,147,5,8,7,9
2024-09-07,1637,27,Male,672,1,1,193,102,6,4,2,3
2024-09-06,6320,41,Male,697,10,50,297,107,8,1,4,4
2024-04-17,4185,56,Male,621,6,77,139,61,8,10,8,10
2024-05-23,2459,43,Male,893,3,16,122,115,1,1,2,1
2024-10-11,9294,36,Female,693,5,52,87,97,9,8,9,10
2024-10-08,3577,53,Female,521,1,47,64,32,1,7,4,5
2024-06-12,7018,23,Male,503,4,64,133,23,4,3,4,8
2024-12-23,8084,46,Male,942,3,54,152,172,4,4,10,10
2024-03-07,3704,26,Male,635,4,56,104,114,9,3,5,3
2024-10-24,5661,49,Female,569,6,53,204,109,4,5,1,9
2024-09-15,2745,43,Female,49,9,89,236,174,7,2,5,5
2024-08-02,5064,19,Other,569,4,25,15,107,9,5,8,6
2024-06-13,8283,39,Female,875,1,36,176,176,9,6,7,6
2024-03-25,2935,20,Male,932,10,41,223,22,8,3,9,5
2024-11-22,5226,53,Male,563,2,77,100,63,5,2,6,10
2024-12-15,6856,36,Female,596,6,45,256,95,5,9,1,6
2024-06-15,3625,49,Female,454,3,81,177,117,9,3,5,8
2024-02-23,2775,56,Male,936,2,69,219,33,5,4,5,9
2024-12-24,4726,36,Other,814,2,13,37,88,8,1,8,1
2024-01-01,5476,42,Other,462,1,31,32,25,6,9,9,2
2024-12-20,6473,23,Other,482,3,75,47,1,1,5,8,6
2024-12-28,4604,59,Male,522,5,32,68,79,6,5,2,6
2024-02-22,5987,59,Other,721,10,26,282,61,7,7,8,7
2024-01-29,2534,47,Female,473,8,50,291,54,4,8,4,9
2024-07-30,7461,34,Other,932,9,69,226,179,8,4,8,4
2024-08-20,3101,18,Male,53,7,50,112,151,1,10,10,7
2024-11-25,4597,52,Male,624,3,57,293,153,1,9,9,6
2024-06-10,8784,35,Other,913,4,42,50,4,4,7,10,8
2024-08-04,1877,21,Other,644,10,10,72,10,7,6,10,10
2024-09-09,2812,38,Male,862,6,86,111,16,5,6,3,4
2024-05-01,2739,23,Male,584,2,7,63,41,8,9,5,9
2024-05-11,5576,38,Male,766,7,65,142,71,1,9,10,8
2024-02-11,7066,52,Female,934,9,37,234,95,4,10,7,4
2024-06-24,2573,47,Male,88,6,80,216,23,4,1,2,10
2024-07-29,4097,20,Female,932,4,37,69,51,5,10,4,10
2024-05-12,9777,35,Other,55,8,85,213,149,7,1,3,10
2024-07-05,7804,59,Male,476,6,6,39,167,4,3,3,9
2024-01-23,1606,49,Other,544,6,34,29,178,9,10,10,6
2024-10-16,5407,49,Male,586,6,65,202,10,5,8,3,5
2024-03-09,1869,19,Male,94,4,74,200,33,5,5,1,4
2024-04-15,1554,26,Female,801,4,38,150,40,9,3,7,6
2024-11-09,3774,54,Male,907,3,61,93,84,4,9,2,3
2024-09-08,4450,53,Male,637,6,54,109,148,1,2,9,10
2024-05-08,9299,22,Male,601,2,15,52,127,7,6,1,8
2024-03-08,9638,35,Male,825,4,73,64,129,9,3,1,8
2024-12-15,5350,55,Other,467,1,81,45,170,7,1,2,6
2024-02-04,9755,50,Male,639,1,61,153,36,5,1,5,9
2024-05-12,5161,30,Other,75,5,58,183,179,5,4,9,10
2024-01-06,4086,59,Other,688,5,53,183,93,1,4,7,10
2024-11-15,6717,37,Female,677,3,76,17,21,7,6,9,10
2024-09-23,9972,50,Female,934,4,31,30,126,6,1,4,2
2024-05-29,9222,53,Male,482,1,43,56,8,1,2,9,8
2024-06-18,9294,39,Other,647,4,73,201,89,9,8,6,4
2024-05-19,2554,49,Other,529,4,68,298,16,9,8,10,4
2024-01-30,7372,20,Male,562,8,71,270,82,1,7,8,7
2024-04-03,6207,23,Female,872,1,50,186,133,6,3,6,4
2024-12-14,1787,27,Female,933,4,58,11,115,6,5,8,7
2024-05-01,5055,48,Male,666,3,84,71,13,7,2,6,4
2024-04-26,3220,21,Other,625,2,38,299,117,7,2,3,7
2024-02-07,5558,23,Female,511,8,84,108,42,6,6,6,3
2024-04-21,9676,58,Other,655,10,29,299,70,7,7,6,7
2024-02-11,9951,47,Female,477,5,49,296,93,5,9,9,10
2024-05-12,3766,59,Male,764,3,76,95,105,8,6,1,2
2024-12-09,7058,57,Female,599,6,45,169,133,5,9,2,5
2024-10-23,8224,39,Other,562,1,64,225,163,7,7,6,1
2024-04-16,5692,44,Male,754,8,18,121,160,7,6,6,3
2024-03-20,8994,42,Male,544,10,38,279,165,7,1,9,4
2024-12-20,5473,33,Male,799,4,24,30,84,1,3,3,3
2024-02-09,1429,58,Male,882,4,82,56,65,8,10,3,4
2024-10-18,2632,18,Female,88,9,63,91,149,7,1,9,6
2024-02-13,4251,29,Male,896,8,20,65,135,8,10,9,4
2024-02-12,6480,53,Other,832,2,50,237,55,5,2,2,2
2024-05-30,7798,29,Other,95,7,33,97,143,4,7,1,4
2024-06-19,9767,24,Female,647,4,10,191,80,9,10,3,8
2024-12-12,4223,19,Other,595,9,2,18,105,1,10,2,8
2024-01-15,2674,51,Female,914,7,67,114,160,9,6,4,2
2024-05-30,5158,43,Male,542,6,37,24,97,8,9,4,6
2024-02-24,4836,30,Female,719,2,86,106,140,1,6,7,9
2024-07-21,8089,59,Male,541,6,69,242,42,7,7,8,5
2024-06-10,9847,58,Other,911,5,16,85,38,1,2,2,10
2024-09-13,9308,36,Female,805,9,9,283,33,1,3,10,8
2024-06-28,2656,20,Other,539,2,45,69,30,5,6,3,1
2024-11-11,8230,53,Male,497,7,9,255,38,4,2,9,6
2024-07-27,3634,18,Male,694,9,44,155,96,5,8,2,6
2024-07-05,7771,23,Male,742,1,82,16,53,4,3,1,6
2024-05-23,9276,29,Female,664,8,27,265,51,4,10,4,6
2024-05-11,4624,26,Other,786,9,1,194,116,1,5,10,7
2024-01-16,9400,47,Male,459,8,47,129,13,1,3,1,1
2024-11-21,4686,42,Female,666,8,62,48,55,1,7,7,5
2024-01-19,9678,40,Other,458,2,50,127,57,7,1,7,7
2024-12-05,3972,20,Male,777,10,25,251,73,8,10,6,1
2024-07-30,6779,25,Other,76,5,27,76,156,6,2,2,9
2024-06-25,2429,52,Other,86,4,23,159,90,4,10,2,7
2024-05-12,7389,52,Other,817,1,9,81,135,5,3,4,8
2024-05-10,3981,19,Other,532,7,87,123,72,5,2,5,2
2024-01-27,1454,39,Female,69,9,64,246,111,1,9,5,7
2024-08-26,5345,24,Male,712,1,33,235,34,5,7,5,4
2024-09-11,9806,52,Male,605,8,21,31,94,7,5,3,6
2024-06-08,9762,44,Male,623,10,83,123,33,1,5,2,10
2024-12-23,6102,24,Male,724,5,27,43,79,8,7,4,2
2024-05-22,8167,23,Male,897,4,30,289,168,6,9,3,9
2024-06-09,2795,56,Female,61,4,3,118,154,6,1,2,4
2024-03-10,5789,50,Female,851,5,46,39,121,1,9,1,6
2024-11-05,7417,44,Female,744,10,68,70,149,5,5,6,4
2024-02-01,7098,50,Male,713,2,40,263,159,1,9,4,9
2024-11-12,6516,42,Female,489,8,43,189,120,4,10,9,9
2024-07-07,9501,51,Other,758,9,75,132,75,6,4,5,1
2024-01-30,7088,59,Male,816,4,63,27,76,4,5,3,3
2024-09-29,7609,40,Female,70,2,16,119,108,9,4,7,3
2024-08-27,5530,37,Female,823,3,23,209,170,9,4,10,10
2024-09-11,4422,52,Other,714,6,51,128,179,7,2,3,7
2024-11-26,5618,53,Other,561,7,83,149,104,6,5,5,6
2024-10-09,3661,52,Female,768,5,2,176,101,4,6,3,4
2024-05-26,5698,25,Male,758,7,16,217,83,4,2,9,8
2024-11-25,5033,55,Other,585,10,42,182,133,7,2,3,3
2024-05-26,7783,55,Female,79,7,53,133,162,6,9,6,2
2024-06-25,6618,41,Male,596,5,57,62,15,4,10,4,2
2024-08-04,1478,30,Female,641,3,85,166,128,8,5,1,4
2024-02-27,4328,30,Female,761,7,50,258,177,5,4,10,3
2024-12-29,3030,47,Female,731,10,61,74,78,1,8,1,1
2024-09-28,6845,40,Other,713,9,29,265,98,8,3,7,5
2024-03-29,3550,39,Female,703,5,2,168,7,9,2,1,4
2024-03-08,9010,40,Male,596,1,21,115,90,7,8,3,4
2024-10-24,7785,56,Other,708,7,56,297,8,7,8,9,7
2024-12-05,3173,37,Female,667,7,39,221,71,7,10,2,2
2024-01-18,5623,22,Other,468,10,80,204,112,7,1,10,10
2024-02-14,8445,27,Other,648,5,6,43,75,8,1,7,9
2024-01-18,5715,24,Other,523,5,62,97,7,1,7,6,1
2024-02-25,6088,57,Other,817,4,22,143,100,1,6,5,1
2024-11-02,3921,42,Other,759,6,68,240,49,7,9,4,9
2024-08-14,6312,27,Female,72,4,80,12,133,6,1,5,6
2024-08-09,8977,34,Other,472,1,33,292,41,5,10,1,10
2024-04-12,7433,18,Male,496,2,15,85,41,5,5,1,3
2024-10-02,2665,24,Male,827,2,84,195,59,5,6,1,2
2024-05-24,7091,42,Female,483,3,87,169,62,4,3,9,10
2024-06-24,3823,22,Other,565,9,18,175,119,8,4,2,10
2024-12-17,6137,29,Other,609,6,77,8,107,4,3,7,7
2024-10-24,4501,44,Other,853,3,31,125,146,1,8,1,8
2024-04-29,4857,29,Male,609,4,22,32,23,1,4,1,8
2024-07-04,9263,27,Male,646,10,59,50,120,6,9,4,4
2024-09-07,7918,28,Male,943,6,60,173,79,7,9,3,8
2024-04-01,6378,19,Male,616,6,46,2,142,9,2,2,1
2024-11-24,3305,21,Female,494,6,51,209,15,5,4,3,6
2024-09-11,1721,40,Other,86,1,57,184,134,8,10,8,8
2024-03-20,7952,51,Female,765,5,4,243,29,8,2,5,3
2024-10-31,6681,31,Female,655,2,70,174,59,8,1,2,5
2024-12-16,4505,21,Male,684,1,61,280,32,1,9,5,6
2024-06-08,9588,55,Female,485,1,4,70,175,4,6,2,10
2024-04-26,5019,28,Female,865,6,50,147,56,1,8,3,4
2024-10-30,3734,26,Other,84,3,23,131,136,8,4,3,3
2024-07-20,3705,31,Female,484,8,81,212,142,6,6,4,7
2024-04-21,7278,44,Male,586,9,43,72,4,1,4,10,4
2024-01-16,3020,39,Female,535,8,80,60,17,1,9,9,9
2024-04-06,1830,29,Other,473,8,66,240,88,6,1,3,6
2024-04-11,9794,59,Female,754,10,5,38,10,7,7,4,10
2024-10-19,7981,46,Male,678,2,18,137,45,1,6,5,5
2024-06-10,6202,44,Female,601,9,17,288,160,8,9,6,6
2024-09-16,5971,35,Female,674,7,88,206,152,5,4,1,9
2024-07-21,1716,42,Male,855,5,64,79,91,8,3,2,6
2024-01-29,3122,22,Female,746,4,51,191,115,1,8,10,9
2024-07-20,1493,55,Female,512,1,52,231,11,8,4,10,6
2024-05-14,9948,48,Other,818,5,0,206,134,9,9,3,10
2024-04-25,5291,53,Other,89,8,89,155,59,5,7,5,7
2024-04-01,4877,50,Male,529,5,46,160,66,1,9,7,6
2024-06-30,3083,37,Female,798,1,72,45,155,9,5,5,6
2024-06-29,2850,26,Other,51,4,12,267,163,8,8,3,8
2024-04-12,6214,44,Male,864,3,46,243,148,8,8,6,9
2024-11-01,3864,52,Female,862,8,46,42,147,5,7,6,5
2024-10-18,8381,57,Female,534,5,74,169,174,5,2,6,2
2024-12-27,5685,27,Male,584,1,87,260,178,8,1,1,4
2024-09-05,8120,20,Male,726,7,50,117,35,5,2,5,8
2024-12-12,6243,57,Male,664,6,79,56,149,5,2,2,2
2024-09-14,8426,46,Other,627,8,55,15,85,1,4,8,8
2024-08-25,9024,39,Female,533,3,75,18,179,1,5,3,10
2024-01-05,9267,24,Male,501,6,34,252,19,7,5,8,8
2024-08-25,6239,48,Other,532,6,31,219,138,1,9,8,8
2024-11-30,8526,50,Other,647,10,51,50,172,1,6,2,5
2024-05-02,4253,42,Female,51,5,85,70,12,8,7,5,6
2024-05-27,8176,45,Other,891,8,78,104,34,8,1,3,3
2024-10-13,8760,40,Other,877,10,7,153,161,5,8,3,1
2024-06-24,5887,37,Female,772,10,68,10,165,1,3,7,1
2024-01-13,8424,19,Female,716,2,67,259,56,9,5,7,4
2024-04-26,1409,24,Male,684,7,24,232,89,1,5,10,3
2024-04-24,3662,52,Male,528,9,32,34,49,4,2,8,3
2024-02-08,5796,42,Other,535,5,32,110,120,1,10,2,4
2024-10-07,5444,57,Male,861,8,20,126,28,8,7,1,8
2024-06-18,7220,22,Female,649,8,61,74,173,8,5,4,1
2024-08-16,7393,24,Male,898,9,58,154,82,6,5,7,3
2024-12-13,9614,38,Female,788,4,40,59,147,1,7,4,8
2024-08-08,5205,41,Male,629,3,61,249,103,4,4,4,4
2024-05-28,9201,47,Other,784,6,66,92,7,7,10,5,4
2024-06-11,7909,29,Male,847,4,0,192,21,1,4,3,9
2024-01-19,2063,51,Male,923,1,49,94,62,1,4,3,8
2024-12-18,8180,38,Male,737,8,43,140,131,8,1,5,5
2024-12-22,2368,58,Male,74,4,78,108,59,1,5,2,8
2024-09-13,8442,40,Female,876,2,82,47,61,5,6,7,6
2024-09-18,7686,58,Female,77,2,86,229,22,5,9,7,2
2024-09-09,5499,22,Female,844,3,64,62,71,9,2,8,8
2024-10-20,3439,55,Male,476,9,55,15,139,9,3,8,5
2024-01-23,3807,55,Other,503,1,48,194,153,9,6,6,5
2024-02-14,6293,56,Male,77,7,19,76,34,6,8,9,1
2024-02-05,8045,39,Female,847,7,45,186,37,1,6,1,5
2024-05-08,8260,20,Other,682,10,10,28,88,7,3,6,3
2024-11-09,1547,45,Other,86,9,40,290,92,8,3,4,1
2024-03-16,8928,53,Female,564,3,76,222,120,5,7,5,6
2024-04-16,5336,45,Male,65,2,28,56,118,6,6,4,7
2024-08-12,2795,18,Male,947,9,30,70,140,4,1,2,7
2024-05-25,3226,25,Other,551,9,67,166,80,1,2,7,2
2024-10-04,1907,49,Male,73,1,23,88,94,1,6,8,4
2024-10-16,7697,25,Female,657,5,66,234,170,9,9,3,3
2024-06-19,4181,51,Other,519,6,52,65,37,4,4,3,6
2024-03-08,1260,38,Male,681,5,29,6,123,4,8,3,9
2024-05-29,3099,44,Female,493,2,9,201,25,8,4,7,2
2024-11-22,2040,28,Male,658,8,61,28,101,6,1,8,6
2024-12-17,4809,53,Male,634,3,37,144,26,1,7,7,2
2024-04-24,2473,46,Male,856,1,8,104,124,1,9,6,3
2024-06-09,6914,57,Female,619,10,69,5,27,5,9,1,8
2024-06-13,2552,26,Male,534,9,77,87,112,9,10,4,9
2024-08-26,4051,43,Other,781,5,6,11,165,1,10,10,5
2024-12-21,9876,54,Other,533,5,20,283,111,7,6,3,1
2024-08-10,5979,59,Female,849,3,79,80,43,1,8,4,3
2024-06-19,1147,19,Other,942,1,0,32,29,4,6,6,9
2024-09-29,2013,57,Other,905,5,89,219,144,5,2,2,7
2024-06-29,9527,46,Male,839,6,71,70,88,1,9,4,3
2024-01-23,8636,45,Male,464,4,4,246,125,1,5,3,7
2024-07-18,1500,28,Female,514,4,71,52,122,1,9,4,9
2024-10-07,9017,28,Male,667,2,6,270,37,6,4,1,4
2024-07-29,4590,38,Other,855,5,44,44,151,4,5,2,4
2024-10-05,8229,27,Other,65,2,27,70,66,1,7,4,9
2024-04-28,6424,37,Female,786,4,44,16,46,1,4,4,10
2024-08-01,9181,25,Male,485,6,35,90,83,1,3,5,10
2024-10-15,9951,20,Female,94,1,46,290,116,9,7,6,3
2024-07-26,7586,25,Female,932,2,55,187,112,1,6,6,6
2024-02-08,2666,27,Other,625,1,18,97,56,9,8,3,7
2024-02-21,2747,58,Other,63,8,42,208,87,6,6,5,9
2024-02-10,7238,30,Male,874,1,54,51,35,1,2,8,4
2024-01-19,7235,28,Male,568,7,46,286,75,4,2,3,7
2024-07-12,8939,34,Other,677,7,70,150,80,8,3,2,5
2024-10-11,7452,53,Other,722,2,47,248,75,9,9,8,7
2024-10-12,1073,55,Other,612,3,77,194,35,7,10,8,10
2024-07-19,4117,57,Other,866,2,60,2,81,5,1,6,3
2024-04-02,9974,38,Female,463,3,47,166,66,1,4,2,2
2024-01-25,7154,18,Male,949,3,18,109,33,6,1,6,3
2024-03-26,4658,24,Male,638,3,46,284,99,5,1,7,8
2024-02-20,8138,39,Female,62,4,43,6,127,5,1,1,10
2024-04-19,7941,39,Male,618,7,27,286,96,4,2,5,8
2024-10-19,7719,36,Male,626,5,70,189,71,1,3,2,1
2024-05-13,8556,58,Female,874,4,26,51,48,8,6,6,7
2024-05-16,9865,51,Other,822,5,82,66,157,6,6,3,1
2024-10-24,6399,18,Female,517,9,37,174,28,8,6,8,1
2024-04-23,4426,34,Female,804,1,16,224,166,1,5,4,8
2024-06-03,4143,56,Male,50,10,47,282,127,1,3,2,4
2024-03-06,9139,44,Male,494,4,7,145,17,1,2,10,8
2024-05-17,3762,31,Female,577,10,3,230,138,6,6,3,5
2024-01-21,6060,24,Female,493,6,72,239,128,6,4,3,4
2024-05-21,2142,46,Female,864,10,16,67,109,6,9,5,6
2024-01-01,3687,18,Male,924,8,10,173,44,5,9,1,2
2024-03-01,4340,29,Male,793,8,23,202,166,5,4,1,5
2024-05-26,9114,53,Female,719,5,11,189,95,1,9,8,8
2024-08-10,9791,34,Other,651,1,69,59,178,1,9,3,2
2024-01-16,7609,35,Female,453,7,86,45,17,5,8,8,2
2024-09-17,6301,39,Female,482,6,48,128,77,9,2,3,7
2024-11-13,5438,36,Male,697,1,88,281,162,1,4,10,6
2024-06-21,7822,18,Female,795,3,89,178,57,1,8,3,3
2024-05-30,8001,44,Male,575,7,10,224,177,4,9,5,7
2024-07-02,5303,33,Female,83,6,5,17,146,4,2,3,6
2024-12-10,7453,45,Female,943,4,35,106,125,8,10,6,8
2024-11-30,9638,45,Female,517,7,87,89,49,1,5,8,8
2024-11-14,9980,57,Female,535,4,84,83,160,8,7,7,3
2024-04-05,8422,39,Other,45,7,1,186,164,9,9,2,7
2024-01-13,4334,49,Other,458,5,47,28,164,4,5,4,8
2024-05-18,1333,59,Female,49,3,71,195,108,6,7,5,1
2024-01-23,3957,22,Female,455,8,28,138,145,5,5,4,1
2024-07-24,5137,49,Other,759,3,88,189,57,1,4,6,8
2024-01-04,5260,59,Male,463,10,28,228,146,5,7,5,1
2024-06-21,8501,54,Female,821,2,51,38,2,4,6,7,5
2024-03-12,1219,21,Female,544,6,35,230,166,9,8,1,10
2024-01-07,8404,29,Other,533,3,89,113,125,1,5,4,6
2024-04-23,6293,21,Other,484,1,24,233,15,8,4,4,8
2024-10-26,3386,33,Female,749,4,74,213,109,6,6,7,4
2024-01-28,4366,30,Other,64,2,81,89,41,5,6,8,6
2024-08-15,2805,31,Female,87,5,72,67,70,1,10,3,8
2024-05-07,6895,46,Female,602,3,11,154,111,6,6,2,1
2024-10-26,1058,50,Other,513,1,14,266,163,1,10,1,7
2024-11-01,7383,32,Male,567,9,85,10,80,5,7,8,3
2024-02-26,3962,41,Male,474,4,9,246,77,6,6,5,4
2024-02-29,4532,49,Female,864,10,80,289,83,1,6,2,5
2024-09-27,1656,25,Other,943,10,30,140,126,9,7,10,3
2024-07-23,4041,53,Other,618,4,46,261,118,1,5,7,3
2024-12-24,9846,36,Female,797,6,89,26,27,6,8,6,9
2024-01-18,7729,46,Female,83,4,33,82,160,7,2,2,1
2024-11-11,8425,53,Female,938,7,46,79,106,1,1,8,10
2024-03-31,3909,58,Female,879,5,22,72,87,7,1,10,6
2024-02-27,5616,30,Other,775,9,24,70,163,4,1,6,4
2024-12-11,7587,54,Other,946,3,52,197,30,8,2,4,6
2024-10-09,7704,49,Male,768,7,26,21,46,9,2,7,5
2024-05-24,3634,27,Male,831,8,32,296,117,8,7,4,2
2024-06-19,3024,31,Male,814,9,45,132,169,1,10,10,8
2024-09-18,1493,20,Other,769,10,84,44,46,6,8,9,9
2024-06-16,5797,24,Male,705,8,0,207,30,4,8,8,7
2024-03-25,8694,51,Other,949,4,12,278,96,5,9,5,7
2024-06-10,8670,24,Male,509,8,32,159,43,1,5,3,4
2024-02-18,6554,25,Female,741,1,37,77,54,4,2,1,6
2024-02-11,1372,34,Other,901,8,24,134,105,1,1,9,2
2024-05-19,2050,24,Male,735,4,64,48,34,6,1,8,3
2024-01-10,3721,39,Male,705,4,65,106,85,1,4,5,1
2024-01-12,2617,20,Male,836,10,18,232,144,7,10,4,10
2024-10-17,9535,58,Male,749,10,56,198,160,4,10,7,9
2024-03-12,4041,57,Female,561,4,39,219,122,6,6,7,10
2024-11-16,2021,27,Male,737,9,52,204,91,4,10,8,10
2024-08-05,5274,56,Other,876,1,84,242,172,7,7,1,2
2024-11-14,3403,48,Male,85,2,48,122,46,9,2,4,4
2024-04-08,3156,45,Other,941,1,7,123,148,5,5,10,10
2024-09-15,7022,53,Other,766,6,23,64,145,1,8,7,10
2024-12-26,9885,48,Male,745,7,88,180,90,5,4,10,3
2024-08-01,5275,52,Other,821,5,76,48,26,1,4,2,3
2024-09-07,8997,56,Other,505,8,61,82,122,4,10,10,7
2024-04-28,1905,35,Other,748,7,60,131,60,9,6,3,6
2024-02-20,1554,53,Other,758,7,25,111,175,6,2,4,2
2024-06-18,6109,46,Male,873,4,69,19,173,6,10,2,9
2024-05-19,6492,55,Female,493,8,15,147,37,8,5,2,8
2024-10-01,8661,22,Other,687,9,36,193,6,9,7,8,8
2024-06-08,5864,30,Other,795,3,55,261,158,6,8,1,5
2024-01-02,6945,29,Male,849,8,0,69,55,6,3,8,5
2024-03-30,3036,48,Other,949,5,88,106,121,5,1,8,8
2024-09-14,9716,41,Male,636,1,42,179,113,1,2,1,3
2024-09-06,5459,39,Other,882,8,47,111,125,6,10,5,4
2024-06-14,1760,23,Male,452,2,18,227,117,5,6,8,9
2024-11-04,8541,19,Male,527,1,38,15,144,7,6,2,6
2024-04-08,9862,57,Other,483,6,68,280,94,9,9,8,7
2024-03-22,3061,36,Female,76,5,35,145,77,8,7,4,5
2024-10-04,2563,29,Female,945,4,6,22,161,5,2,5,6
2024-11-04,5969,58,Other,682,7,16,24,63,5,7,3,5
2024-11-06,1667,18,Male,532,5,30,7,71,9,7,10,5
2024-10-07,5978,50,Male,529,5,16,51,139,6,5,5,10
2024-07-12,7836,38,Other,613,6,54,25,52,4,7,8,7
2024-10-14,9534,31,Male,875,2,86,174,74,6,10,3,1
2024-02-01,1014,31,Other,739,1,15,7,166,1,1,10,9
2024-10-30,3513,36,Other,597,3,26,164,143,4,1,1,9
2024-04-26,5597,48,Male,943,8,23,220,172,6,10,8,3
2024-10-05,4646,23,Female,699,8,27,52,37,9,2,5,4
2024-09-19,6256,31,Other,609,3,7,250,134,7,7,8,7
2024-09-15,7673,50,Male,80,2,48,237,173,4,6,2,10
2024-09-09,3714,24,Other,615,5,65,110,11,9,4,10,7
2024-11-28,4012,59,Female,492,10,14,102,46,1,6,1,8
2024-03-06,4410,55,Female,807,3,17,206,88,1,3,1,2
2024-08-10,9554,35,Other,78,4,17,132,13,4,9,7,8
2024-03-02,5002,18,Other,82,4,22,215,73,7,3,8,6
2024-08-19,1956,36,Male,493,1,76,195,63,6,10,7,2
2024-12-14,8847,21,Male,86,5,14,214,25,1,6,10,1
2024-10-28,5709,59,Female,946,3,75,195,120,6,4,4,7
2024-03-06,1390,36,Other,753,1,11,184,172,7,6,10,6
2024-05-27,9148,27,Other,584,8,4,125,114,6,3,7,8
2024-07-25,8472,53,Female,584,1,57,104,25,1,4,2,9
2024-11-29,7691,21,Other,621,8,80,140,147,5,7,1,5
2024-12-02,7805,42,Other,712,6,83,257,131,1,7,6,9
2024-02-24,7085,33,Male,781,3,54,60,62,1,8,6,2
2024-07-11,4032,46,Other,882,3,61,232,135,5,8,7,6
2024-05-31,8717,19,Male,487,2,61,15,93,8,4,8,1
2024-11-05,3753,39,Female,875,9,21,295,38,1,4,7,5
2024-07-17,7731,44,Other,779,10,30,200,51,1,5,3,2
2024-06-23,4995,35,Female,597,5,64,59,10,7,2,6,3
2024-11-07,8428,20,Female,657,9,21,116,22,6,8,2,7
2024-01-10,4630,21,Female,485,6,13,246,34,7,1,3,9
2024-07-11,7023,35,Female,604,10,37,25,125,1,4,9,2
2024-10-09,4684,25,Other,939,4,14,290,38,4,10,4,9
2024-10-29,2561,41,Female,646,1,54,71,59,1,3,9,10
2024-12-22,3441,50,Male,576,5,68,86,102,6,4,8,1
2024-04-27,5593,29,Other,751,10,78,233,160,1,9,8,3
2024-07-31,4978,28,Female,574,10,47,231,101,1,3,1,5
2024-02-29,1908,19,Male,873,7,85,238,28,4,10,2,7
2024-02-16,8682,19,Female,903,2,21,134,19,1,2,10,3
2024-10-24,9012,38,Male,715,5,23,33,177,5,3,3,6
2024-07-17,3018,42,Male,889,3,22,10,115,6,3,7,10
2024-06-20,3010,40,Female,938,8,66,257,21,1,8,4,8
2024-05-19,6141,36,Male,819,1,22,190,29,6,10,4,6
2024-02-25,6059,29,Male,54,7,23,193,95,5,7,8,5
2024-08-30,3430,55,Male,867,6,30,227,115,9,5,6,3
2024-11-27,6156,54,Other,883,9,10,94,118,4,2,9,3
2024-11-20,6091,24,Other,669,4,79,270,52,4,5,8,3
2024-07-25,9796,22,Female,563,9,40,148,13,1,4,5,7
2024-04-29,4521,37,Other,907,8,14,11,94,4,5,9,4
2024-11-23,2309,52,Male,945,7,16,11,145,6,7,3,3
2024-01-15,1629,48,Other,942,7,8,57,107,5,4,9,1
2024-06-13,6178,36,Other,686,2,0,212,130,4,7,1,9
2024-01-30,7289,43,Female,812,7,49,238,0,5,3,3,10
2024-03-04,7087,59,Male,863,6,69,195,39,6,2,9,4
2024-04-25,7886,31,Female,451,3,54,261,130,7,10,5,10
2024-09-30,1351,46,Other,481,2,5,161,43,6,4,4,10
2024-10-07,2190,29,Other,473,3,21,3,135,4,8,4,3
2024-11-20,6003,46,Male,922,8,9,211,15,6,10,3,7
2024-06-04,8661,53,Female,554,8,61,237,17,7,2,10,8
2024-05-13,4415,50,Male,683,9,52,268,121,6,3,9,10
2024-02-27,4075,19,Other,546,8,71,57,106,1,8,1,1
